Código;Control Group;Treated Group;Intervention Target;Control Freezing %;Treated Freezing %;Control SEM;Treated SEM;Control Sample Size;Treated Sample Size;Control SD;Treated SD;Significant;p Value;Pooled SD;Effect Size (in Cohen's D);Effect Size (in %);Result Description;Descriptor Term;Graph Code;Protocol Code;Power (upper-bound ES);Power (intermediate);Power (lower-bound ES);Normalized Effect Size;Weighted Mean (Control+Treated);Pooled Coefficient of Variation;Contextual Baseline Freezing (Control);Contextual Baseline Freezing  (Treated);Contextual Baseline SEM (Control);Contextual Baseline SEM (Treated);Tone Baseline (Control);Tone Baseline (Treated);Tone Baseline SEM (Control);Tone Baseline SEM (Treated);Description Score;ES_Absolute Difference;Power_upper_AbsES;Power_lower_AbsES;Power_interm_AbsES;Power_d02;Power_d05;Power_d08
71;WT;KO+OX1R;KO+OX1R in locus coeruleus;59,53;38,45;5,89;7,44;7;7;15,58347522;19,68438975;FALSCH;NS;17,75274486;-1,187422011;-35,41071729;we did not find any difference between the KO-OX1R and KO-ChR2 groups during both the conditioning and test periods;no differences;37;43;0,816963878;0,646412883;0,45754418;35,41071729;48,99;0,36237487;;;;;;;;;0,14;-21,08;0,678999763;0,332762009;0,436513386;0,066187007;0,154681378;0,321847795
72;WT;WT+OX1R;control+OX1R in locus coeruleus;59,53;55,81;5,89;7,44;7;7;15,58347522;19,68438975;FALSCH;NS;17,75274486;-0,209545061;-6,248950109;we did not find any difference between the KO-OX1R and KO-ChR2 groups during both the conditioning and test periods;no differences;37;43;0,816963878;0,646412883;0,45754418;6,248950109;57,67;0,307833273;;;;;;;;;0,14;-3,72;0,678999763;0,332762009;0,436513386;0,066187007;0,154681378;0,321847795
83;Zif268 +/+;Zif268 +/-;Zif268 knokout lines;56,83;56,83;2,97;2,97;10;10;9,391964651;9,391964651;FALSCH;NS;9,391964651;0;0;freezing performance of Zif268+/+ and Zif268+/- mice was undistinguishable. Zif268-/- mice, however, showed a clear deficit in freezing behavior 24 h after training;undistinguishable;44;50;0,999987599;0,998955759;0,979168738;0;56,83;0,165264203;;;;;;;;;0,14;0;0,999782862;0,931869507;0,982419322;0,073209713;0,200955551;0,432157628
84;Zif268 +/+;Zif268 -/-;Zif268 knokout lines;56,83;37,91;2,97;3,78;10;10;9,391964651;11,95340956;WAHR;<0.001;10,74925579;-1,760121851;-33,29227521;freezing performance of Zif268+/+ and Zif268+/- mice was undistinguishable. Zif268-/- mice, however, showed a clear deficit in freezing behavior 24 h after training;clear deficit;44;50;0,999705572;0,992682729;0,937263602;33,29227521;47,37;0,226921169;;;;;;;;;1,79;-18,92;0,997647695;0,854117536;0,944423286;0,073209713;0,200955551;0,432157628
85;Sal + Sal;Sal + IL1beta;interleukin-1beta injec;67,08;45,34;4,96;3,41;9;9;14,88;10,23;WAHR;<0.05;12,7684631;-1,70263248;-32,4090638;administration of IL-1b (5 ng/0.25 ll) in dorsal hippocampus caused a reduction of freezing response, an effect attenuated by pre-treatment with p38 inhibitor;reduction;45;51;0,999118505;0,98570646;0,908590032;32,4090638;56,21;0,227156433;;;;;;;;;0,57;-21,74;0,968758988;0,672701662;0,809937829;0,070863494;0,1855067;0,396438439
87;Sal + Sal;SB + Sal;p38 protein inhibitor;67,08;61,49;4,96;4,96;9;9;14,88;14,88;FALSCH;NS;14,88;-0,375672043;-8,333333333;injection of SB203580 alone had no significant effect on the freezing percentage during test;no significant effect;45;89;0,991926324;0,945240551;0,80647067;8,333333333;64,285;0,231469239;;;;;;;;;0,21;-5,59;0,906646693;0,542140922;0,682609357;0,070863494;0,1855067;0,396438439
88;Sal + Sal;DCS 3 + Sal;D-cycloserine 3mg/kg;56,48;51,54;5,24;6,48;7;7;13,86373687;17,1444685;FALSCH;NS;15,59063822;-0,316856817;-8,746458924;The dose of 15 mg/kg induced an increase in the percentage of time rats spent freezing 24 h after conditioning. Lower doses produced no changes on freezing during the test;no change;46;89;0,871588515;0,713378802;0,516822808;8,746458924;54,01;0,288662067;;;;;;;;;0,14;-4,94;0,788483204;0,412573392;0,535721343;0,066187007;0,154681378;0,321847795
89;Sal + Sal;DCS 7.5 + Sal;D-cycloserine 7.5mg/kg;56,48;52,46;5,24;5,86;7;7;13,86373687;15,50410268;FALSCH;NS;14,70680795;-0,273342796;-7,117563739;The dose of 15 mg/kg induced an increase in the percentage of time rats spent freezing 24 h after conditioning. Lower doses produced no changes on freezing during the test;no change;46;89;0,906559871;0,762669454;0,564528614;7,117563739;54,47;0,26999831;;;;;;;;;0,14;-4,02;0,833253495;0,453614339;0,584258716;0,066187007;0,154681378;0,321847795
90;Sal + Sal;DCS 15 + Sal;D-cycloserine 15mg/kg;56,48;75,3;5,24;5,24;7;7;13,86373687;13,86373687;WAHR;<0.05;13,86373687;1,357498355;33,32152975;The dose of 15 mg/kg induced an increase in the percentage of time rats spent freezing 24 h after conditioning. Lower doses produced no changes on freezing during the test;increase;46;89;0,996304165;0,965854589;0,85122032;24,99335989;65,89;0,210407298;;;;;;;;;0,71;18,82;0,873916011;0,498200119;0,634917807;0,066187007;0,154681378;0,321847795
91;Sal + Sal;Sal + IL1beta;interleukin-1beta injec;56,96;30,12;5,31;4,06;7;7;14,04893946;10,74175032;WAHR;<0.05;12,50515694;-2,146314527;-47,12078652;Treatment with DCS, at a dose that did not induce changes in freezing per se, reversed the effect of IL- 1b on contextual fear memory;reduction;47;90;0,973202164;0,88735526;0,711335783;47,12078652;43,54;0,28721077;;;;;;;;;0,57;-26,84;0,930888045;0,582328216;0,724175724;0,066187007;0,154681378;0,321847795
93;Sal + Sal;DCS 7.5 + Sal;D-cycloserine 7.5mg/kg;56,96;53,35;5,31;5,62;7;7;14,04893946;14,86912237;FALSCH;NS;14,46484532;-0,249570591;-6,337780899;Treatment with DCS, at a dose that did not induce changes in freezing per se, reversed the effect of IL- 1b on contextual fear memory;no change;47;89;0,919701762;0,783119369;0,585619465;6,337780899;55,155;0,262258097;;;;;;;;;0,14;-3,61;0,845200676;0,465843185;0,598373186;0,066187007;0,154681378;0,321847795
94;vehicle;0.2ug NE DH;norepinephrine in dorsal hipp;9,45;8,06;1,79;3,26;8;8;5,062884553;9,220672427;FALSCH;NS;7,438198707;-0,186873201;-14,70899471;but groups receiving (0.2 or 5ug or veh) did not differ from each other significantly;did not differ significantly;48;52;0,212752453;0,157128523;0,116618694;14,70899471;8,755;0,84959437;;;;;;;;;0,64;-1,39;0,99998816;0,97357476;0,99576262;0,068522551;0,170075046;0,359622486
95;vehicle;2.0ug NE DH;norepinephrine in dorsal hipp;9,45;28,52;1,79;8,87;8;9;5,062884553;26,61;WAHR;<0.01;19,73856867;0,966128817;201,7989418;2.0 ug NE infused into the DH immediately after training significantly enhanced freezing in comparison with infusion of vehicle;significantly enhanced;48;52;0,273862636;0,197935559;0,141987738;66,86535764;19,54588235;1,009858154;;;;;;;;;1,07;19,07;0,66971383;0,326900582;0,428994352;0,069623506;0,177333566;0,377076217
96;vehicle;5.0 ug NE DH;norepinephrine in dorsal hipp;9,45;7,5;1,79;3,62;8;8;5,062884553;10,23890619;FALSCH;NS;8,076756775;-0,241433542;-20,63492063;but groups receiving (0.2 or 5ug or veh) did not differ from each other significantly;did not differ significantly;48;52;0,187498394;0,140447922;0,106281736;20,63492063;8,475;0,953009649;;;;;;;;;0,64;-1,95;0,999907206;0,948249221;0,988379708;0,068522551;0,170075046;0,359622486
97;vehicle;0.2ug NE mPFC;norepinephrine in mPFC;35,35;50,11;4,37;7,56;16;10;17,48;23,90681911;FALSCH;NS;20,1319398;0,733163329;41,75388967;the NE 0.2 group (...) did not differ significantly from the veh group;did not differ significantly;49;52;0,804765;0,632651509;0,445998326;29,45519856;41,02692308;0,490700698;;;;;;;;;0,64;14,76;0,809314662;0,430834355;0,557536397;0,078643525;0,236566928;0,509849688
98;vehicle;2.0ug NE mPFC;norepinephrine in mPFC;35,35;54;4,37;8,3;16;10;17,48;26,24690458;WAHR;<0.05;21,19685118;0,879847664;52,75813296;NE 2.0 group had significantly more freezing than the Veh;significantly more;49;52;0,822510963;0,652795265;0,462965938;34,53703704;42,52307692;0,498478772;;;;;;;;;0,71;18,65;0,768199806;0,395948561;0,515564687;0,078643525;0,236566928;0,509849688
99;vehicle;5.0 ug NE mPFC;norepinephrine in mPFC;35,35;20;4,37;5,61;16;6;17,48;13,74163746;FALSCH;NS;16,62440826;-0,923341136;-43,42291372;essa comparação não é mencionada no texto;-;49;52;0,527043981;0,379858291;0,259081029;43,42291372;31,16363636;0,533455341;;;;;;;;;;-15,35;0,82416338;0,444712342;0,573882052;0,070224527;0,181295508;0,386501245
100;vehicle;corticosterone;glucocorticoid hormone;33,71;68,92;2;5,71;10;10;6,32455532;18,05660544;WAHR;<0.05;13,52850694;2,602652322;104,4497182;Animals in the CORT+saline group showed more freezing than animals in the vehicle+saline group;more freezing;50;53;0,999402875;0,988728335;0,920001476;51,08821822;51,315;0,263636499;;;;;;;;;0,61;35,21;0,967354378;0,668234511;0,80596369;0,073209713;0,200955551;0,432157628
101;control;sevo;induce neurotoxicity - P7 were treated with six hours of administration of sevoflurane;78,87;89,43;1,88;0,94;9;9;5,64;2,82;FALSCH;NS;4,458811501;2,36834412;13,38912134;In this paradigm, we failed to find any differences after one training day. These results indicate that sevoflurane has no effect, and n-3 PUFAs did not further improve LTM in the fear conditioning test.;failed to find differences;51;54;1;1;1;11,80811808;84,15;0,052986471;;;;;;;;;0,36;10,56;1;0,999999597;1;0,070863494;0,1855067;0,396438439
102;control;sevo;induce neurotoxicity - P7 were treated with six hours of administration of sevoflurane;63,15;57,26;1,87;1,31;9;9;5,61;3,93;FALSCH;NS;4,843397568;-1,216088483;-9,326999208;In this paradigm, we failed to find any differences after one training day. These results indicate that sevoflurane has no effect, and n-3 PUFAs did not further improve LTM in the fear conditioning test.;failed to find differences;52;55;1;1;1;9,326999208;60,205;0,080448427;;;;;;;;;0,36;-5,89;1;0,999994238;0,999999983;0,070863494;0,1855067;0,396438439
103;sham;Nac;lesion in nucleus accumbens;66,16;42,33;5,33;5,67;11;7;17,67761013;15,00140993;WAHR;<0.05;16,7242952;-1,424873199;-36,01874244;ANOVA shows that only the NAc-co group presented significant reduced freezing in the first test;significantly reduced;53;56;0,962058975;0,86129965;0,676164683;36,01874244;56,89277778;0,293961657;;;;;;;;;1,07;-23,83;0,812101078;0,433380018;0,560549956;0,069822416;0,178644856;0,380203704
104;sham;DMS;lesion in dorsomedial striatum;66,16;78,16;5,33;3,67;11;8;17,67761013;10,38032755;FALSCH;NS;15,1059735;0,79438773;18,13784764;essa comparação não é mencionada no texto;-;67;56;0,999105769;0,985580977;0,908140716;15,3531218;71,21263158;0,212124916;;;;;;;;;;12;0,906283953;0,541598703;0,682034888;0,071480414;0,189571341;0,405949495
105;sham;DLS;lesion in dorsolateral striatum;66,16;60,17;5,33;6,83;11;8;17,67761013;19,31815726;FALSCH;NS;18,37088073;-0,32605949;-9,053808948;essa comparação não é mencionada no texto;-;68;56;0,942733522;0,822660527;0,629135222;9,053808948;63,63789474;0,288678323;;;;;;;;;;-5,99;0,769017428;0,396598945;0,516358453;0,071480414;0,189571341;0,405949495
106;WT PN35 male;R168X PN35 male;methyl-CpG-binding protein 2 (MeCP2) mutante;80,99;66,04;3,73;4,36;;;;;WAHR;p=0.004;;;-18,45906902;Mecp2R168X/y male mice froze for a significantly smaller percentage of time on both the context (F 1,27 =10.04, P =0.004) and cued (F 1,27 =22.56, P <0.001) memory tasks;significantly smaller;54;57;;;;18,45906902;;;;;;;;;;;0,71;-14,95;;;;;;
107;WT PN35 male;R168X PN35 male;methyl-CpG-binding protein 2 (MeCP2) mutante;72,27;37,38;5,29;6,23;;;;;WAHR;p<0.001;;;-48,27729348;Mecp2R168X/y male mice froze for a significantly smaller percentage of time on both the context (F 1,27 =10.04, P =0.004) and cued (F 1,27 =22.56, P <0.001) memory tasks;significantly smaller;54;58;;;;48,27729348;;;;;;;;;;;0,71;-34,89;;;;;;
108;WT PN40 female;R168X PN40 female;methyl-CpG-binding protein 2 (MeCP2) mutante;80,55;84,56;4,62;4,32;;;;;FALSCH;p=0.77;;;4,978274364;the percent time freezing during the context (F 1,23 =0.45, P =0.51) and cued (F 1,23 =0.04, P =0.84) memory tasks 24 h after acquisition were similar between Mecp2R168X/+ females and wild-type littermates;were similar;55;82;;;;4,742194891;;;;;;;;;;;0;4,01;;;;;;
109;WT PN40 female;R168X PN40 female;methyl-CpG-binding protein 2 (MeCP2) mutante;55,24;52,46;7,71;8,95;;;;;FALSCH;p=0.84;;;-5,032585083;the percent time freezing during the context (F 1,23 =0.45, P =0.51) and cued (F 1,23 =0.04, P =0.84) memory tasks 24 h after acquisition were similar between Mecp2R168X/+ females and wild-type littermates;were similar;55;83;;;;5,032585083;;;;;;;;;;;0;-2,78;;;;;;
110;Non Sep/Han;Home Sep;maternally separated rats in home- context;11,59;4,16;3,57;1,92;19;17;15,56126923;7,916362801;FALSCH;NS;12,55746392;-0,59167998;-64,10698878;Within the post-shock 2 min period, there was no effect of group;no effect;56;59;0,243248105;0,177401457;0,129202802;64,10698878;8,081388889;1,553874475;;;;;;;;;0,21;-7,43;0,999791177;0,932722182;0,982749878;0,092022251;0,322212516;0,668707756
111;Non Sep/Han;Home Han;handled rats in home- context;11,59;5,93;3,57;2,06;19;16;15,56126923;8,24;FALSCH;NS;12,76503249;-0,443398793;-48,83520276;Within the post-shock 2 min period, there was no effect of group;no effect;56;59;0,230858757;0,169145666;0,124074435;48,83520276;9,002571429;1,41793182;;;;;;;;;0,21;-5,66;0,9995996;0,91704185;0,976339553;0,090655754;0,313644212;0,654603921
112;Non Sep/Han;Novel Sep;maternally separated rats in novel- context;11,59;16,63;3,57;4,8;19;16;15,56126923;19,2;FALSCH;NS;17,31031905;0,291155812;43,48576359;Within the post-shock 2 min period, there was no effect of group;no effect;56;59;0,252810116;0,183793531;0,133177735;30,30667468;13,894;1,245884486;;;;;;;;;0,21;5,04;0,974860574;0,693933893;0,82842994;0,090655754;0,313644212;0,654603921
113;Non Sep/Han;Novel Han;handled rats in novel- context;11,59;4,53;3,57;1,23;19;16;15,56126923;4,92;FALSCH;NS;11,96187352;-0,590208548;-60,91458154;Within the post-shock 2 min period, there was no effect of group;no effect;56;59;0,25632918;0,186150702;0,134644598;60,91458154;8,362571429;1,430406141;;;;;;;;;0,21;-7,06;0,999896049;0,946308368;0,987717902;0,090655754;0,313644212;0,654603921
114;Gfap +/+ 1y female;Gfap +/R236H 1y female;Glial fibrillary acidic protein (GFAP) mutant;28,16;16,5;5,08;2,69;10;10;16,06437051;8,506526906;WAHR;p<0.05;12,85350147;-0,90714581;-41,40625;at one year of age both female and male mutant mice showed a decrease in contextual fear conditioning and male mice froze less often when presented with the cue stimulus;decrease;57;60;0,608882249;0,445943007;0,304361027;41,40625;22,33;0,575615829;;;;;;;;;0,57;-11,66;0,979473092;0,712536283;0,844080634;0,073209713;0,200955551;0,432157628
115;Gfap +/+ 1y female;Gfap +/R236H 1y female;Glial fibrillary acidic protein (GFAP) mutant;38,99;30,93;3,29;4,49;10;10;10,4038935;14,19862669;FALSCH;NS;12,44672648;-0,647559823;-20,67196717;essa comparação não é mencionada no texto;-;57;61;0,892074241;0,741460542;0,543503553;20,67196717;34,96;0,356027645;;;;;;;;;;-8,06;0,985140207;0,739948965;0,866172234;0,073209713;0,200955551;0,432157628
116;Gfap +/+ 1y male;Gfap +/R236H 1y male;Glial fibrillary acidic protein (GFAP) mutant;24,45;12,8;3,29;2,99;10;10;10,4038935;9,455210204;WAHR;p<0.01;9,940875213;-1,171929005;-47,64826176;at one year of age both female and male mutant mice showed a decrease in contextual fear conditioning and male mice froze less often when presented with the cue stimulus;decrease;57;84;0,709067249;0,534923634;0,368848714;47,64826176;18,625;0,533738266;;;;;;;;;0,57;-11,65;0,999349661;0,903091471;0,970078967;0,073209713;0,200955551;0,432157628
117;Gfap +/+ 1y male;Gfap +/R236H 1y male;Glial fibrillary acidic protein (GFAP) mutant;43,07;35,31;3,29;3,05;10;10;10,4038935;9,644946864;WAHR;p<0.05;10,03160007;-0,773555559;-18,01718133;at one year of age both female and male mutant mice showed a decrease in contextual fear conditioning and male mice froze less often when presented with the cue stimulus;decrease;57;85;0,992295525;0,946765329;0,809484806;18,01718133;39,19;0,255973464;;;;;;;;;0,57;-7,76;0,999235233;0,89793858;0,967641607;0,073209713;0,200955551;0,432157628
118;Vehicle 5 days training;Abeta 5 days training;icv administration of aggregated amyloid- beta 5 days before training;28,97;32,9;3,44;3,1;10;10;10,87823515;9,803060747;FALSCH;NS;10,3546125;0,379541002;13,56575768;The administrationof Abeta did not induce any dramatic changes in the freezing duration as compared to the Vehicle-treated rats;did not induce dramatic changes;58;62;0,900313835;0,753369152;0,555209;11,94528875;30,935;0,334721594;;;;;;;;;1,21;3,93;0,998689549;0,878825899;0,95804573;0,073209713;0,200955551;0,432157628
119;Vehicle 11 days training;Abeta 11 days training;icv administration of aggregated amyloid- beta 11 days before training;30,21;21,68;3,53;3,7;10;10;11,16284014;11,70042734;WAHR;p<0.05;11,4347934;-0,745968878;-28,23568355;A significant decrease in freezing was observed in the group of rats tested onthe 12th day after Abeta administration;significant decrease;58;86;0,769389524;0,594624786;0,415038561;28,23568355;25,945;0,440732064;;;;;;;;;1,14;-8,53;0,994451506;0,808818613;0,916210006;0,073209713;0,200955551;0,432157628
120;Vehicle 27 days training;Abeta 27 days training;icv administration of aggregated amyloid- beta 27 days before training;33,17;27,31;4,22;4,22;10;10;13,34481173;13,34481173;FALSCH;NS;13,34481173;-0,439121969;-17,66656617;The administrationof Abeta did not induce any dramatic changes in the freezing duration as compared to the Vehicle-treated rats;did not induce dramatic changes;58;87;0,718121521;0,543536564;0,375350135;17,66656617;30,24;0,441296684;;;;;;;;;1,21;-5,86;0,970994262;0,680110821;0,816465719;0,073209713;0,200955551;0,432157628
121;CON male;KO male;deletion of NPY receptor, Y2R;40,39;35,93;9,44;4,72;5;5;21,10848171;10,55424085;FALSCH;NS;16,68772004;-0,267262394;-11,04233721;There were no effects found in the average freezing time during the context test the day after fear conditioning;no effect;59;63;0,415774147;0,296608593;0,204410555;11,04233721;38,16;0,437309225;0,17;1,36;0;0;1,31;0,22;0;0;0,21;-4,46;0,58716055;0,279012772;0,366477395;0,061532618;0,124097265;0,244141207
122;CON female;KO female;deletion of NPY receptor, Y2R;46,16;38,29;6,82;6,29;11;10;22,61938107;19,89072648;FALSCH;NS;21,37033482;-0,36826751;-17,04939341;There were no effects found in the average freezing time during the context test the day after fear conditioning;no effect;59;77;0,616694477;0,452523387;0,308979949;17,04939341;42,41238095;0,503870199;0,17;1,36;0;0;3,48;2,49;0;0;0,21;-7,87;0,692989033;0,341809692;0,448059985;0,074328778;0,208312458;0,448748668
123;SST +/+ D1;SST -/- D1;somatostatin deficient;51,99;54,3;6,95;6,95;7;7;18,38797161;18,38797161;FALSCH;NS;18,38797161;0,125625602;4,443162147;These results indicate no circadian regulation of fear memory consolidation. SST-/- mice displayed no deficits in tone or context-dependent fear response;no deficits;61;64;0,712949504;0,53860307;0,371619878;4,254143646;53,145;0,345996267;;;;;;;;;0,21;2,31;0,648451041;0,313879057;0,412183622;0,066187007;0,154681378;0,321847795
124;SST +/+ D2;SST -/- D2;somatostatin deficient;59,93;62,58;4,3;8,28;8;7;12,16223664;21,90682086;FALSCH;NS;17,35354719;0,152706531;4,421825463;These results indicate no circadian regulation of fear memory consolidation. SST-/- mice displayed no deficits in tone or context-dependent fear response;no deficits;61;65;0,888926219;0,737010507;0,539191869;4,234579738;61,16666667;0,283709218;;;;;;;;;0,21;2,65;0,726423301;0,364616797;0,476835914;0,067276248;0,161858992;0,339585243
125;SST +/+ D1;SST -/- D1;somatostatin deficient;37,87;42,19;9,63;10,3;7;7;25,47858513;27,2512385;FALSCH;NS;26,37980572;0,163761631;11,40744653;These results indicate no circadian regulation of fear memory consolidation. SST-/- mice displayed no deficits in tone or context-dependent fear response;no deficits;62;66;0,276668927;0,199828324;0,143168704;10,23939322;40,03;0,659000892;;;;;;;;;0,21;4,32;0,371575248;0,176984311;0,227787579;0,066187007;0,154681378;0,321847795
126;SST +/+ D2;SST -/- D2;somatostatin deficient;36,21;39,2;10,63;5,98;8;7;30,06618034;15,82159284;FALSCH;NS;24,54158668;0,121834013;8,257387462;These results indicate no circadian regulation of fear memory consolidation. SST-/- mice displayed no deficits in tone or context-dependent fear response;no deficits;62;67;0,291163912;0,209635522;0,149295549;7,62755102;37,60533333;0,652609205;;;;;;;;;0,21;2,99;0,441108962;0,207314962;0,269673998;0,067276248;0,161858992;0,339585243
127;Sham lesioned;NI lesioned;nucleus incertus lesion;12,15;17,47;6,99;4,39;10;8;22,10432084;12,41679508;FALSCH;NS;18,5010922;0,287550591;43,78600823;No significant difference between the percentage of freezing between sham- and NI-lesioned rats was observed;no significant difference;63;68;0,14864118;0,11491009;0,090462112;30,45220378;14,51444444;1,274667609;;;;;13,98;15,58;4,41;6,38;0,64;5,32;0,74601915;0,378874183;0,494577058;0,070603127;0,183790852;0,392399678
128;Sham lesioned;NI lesioned;nucleus incertus lesion;44,42;55,88;7,16;4,77;10;8;22,64190805;13,49159739;FALSCH;NS;19,18343426;0,597390428;25,79918955;No significant difference between the percentage of freezing between sham- and NI-lesioned rats was observed;no significant difference;64;69;0,800498697;0,62792301;0,442074996;20,50823193;49,51333333;0,387439766;;;;;13,98;15,58;4,41;6,38;0,64;11,46;0,715239277;0,356788169;0,467012634;0,070603127;0,183790852;0,392399678
129;WT;KO;k.o. 5-ht3ar -/- (receptor serotonina);44,26;43,24;4,3;3,58;18;17;18,24335495;14,76071814;FALSCH;NS;16,64604858;-0,061275803;-2,30456394;There were no significant differences in contextual freezing responses;no significant differences;65;70;0,948342302;0,833232876;0,641496952;2,30456394;43,76457143;0,380354429;;;;;;;;;0,64;-1,02;0,983302209;0,730358913;0,858577963;0,090928185;0,315356195;0,657453279
130;WT;KO;k.o. 5-ht3ar -/- (receptor serotonina);39,66;41,5;4,07;2,81;18;17;17,2675476;11,58592681;FALSCH;NS;14,78799534;0,124425249;4,639435199;There were no significant differences in (..) tone-cued freezing responses under context B;no significant differences;65;71;0,966225506;0,870619817;0,68836984;4,43373494;40,55371429;0,364652057;;;;;;;;;0,64;1,84;0,995864997;0,825694525;0,927186222;0,090928185;0,315356195;0,657453279
131;WT;KO;k.o. 5-ht3ar -/- (receptor serotonina);38,69;37,98;5,84;5,07;14;14;21,85127914;18,97020295;FALSCH;NS;20,46151265;-0,034699292;-1,835099509;There were also no significant differences in contextual freezing responses under context A;no significant differences;66;72;0,626965418;0,461256546;0,315143833;1,835099509;38,335;0,533755384;;;;;;;;;0,64;-0,71;0,845022891;0,465656471;0,598158913;0,082644895;0,262547491;0,562257408
132;WT;KO;k.o. 5-ht3ar -/- (receptor serotonina);40,08;41,47;5,8;4,53;14;14;21,70161284;16,94970796;FALSCH;NS;19,47116586;0,07138761;3,468063872;There were also no significant differences in (..) tone-cued freezing responses under context B;no significant differences;66;73;0,729865289;0,554878033;0,383990514;3,351820593;40,775;0,47752706;;;;;;;;;0,64;1,39;0,878323462;0,503610817;0,640912703;0,082644895;0,262547491;0,562257408
133;CON male;KO male;deletion of NPY receptor, Y2R;58,99;44,79;4,72;3,41;5;5;10,55424085;7,624991803;FALSCH;NS;9,206858856;-1,542328412;-24,07187659;KO mice trended toward freezing less;trended;60;78;0,996146845;0,96498168;0,849111192;24,07187659;51,89;0,177430311;0,17;1,36;0;0;1,31;0,22;0;0;1,86;-14,2;0,976795577;0,701419295;0,83479039;0,061532618;0,124097265;0,244141207
134;COM female;KO female;deletion of NPY receptor, Y2R;52,08;48,11;3,41;4,72;11;10;11,30969054;14,92595056;FALSCH;NS;13,14723705;-0,301964586;-7,622887865;KO mice trended toward freezing less;trended;60;79;0,985324362;0,921519414;0,763678121;7,622887865;50,18952381;0,261951819;0,17;1,36;0;0;3,48;2,49;0;0;1,86;-3,97;0,979604467;0,713107311;0,844552745;0,074328778;0,208312458;0,448748668
135;WT PN80;R168X;methyl-CpG-binding protein 2 (MeCP2) mutante;77,68;82,69;4,33;4,95;;;;;FALSCH;NS;;;6,44953656;perform no differently on the contextual and cued memory tasks than wild-type controls;no differently;69;82;;;;6,058773733;;;;;;;;;;;0,14;5,01;;;;;;
136;WT PN80;R168X;methyl-CpG-binding protein 2 (MeCP2) mutante;62,1;59,99;5,57;3,4;;;;;FALSCH;NS;;;-3,397745572;perform no differently on the contextual and cued memory tasks than wild-type controls;no differently;69;83;;;;3,397745572;;;;;;;;;;;0,14;-2,11;;;;;;
137;wt 3months;5xFAD 3 months;transgenic for hAPP and presenilin and exhibit the main features of human Alzheimer's pathology;84,13;78,41;3,17;3,49;;;;;FALSCH;NS;;;-6,799001545;6-month old but not 3-month old 5xFAD mice showed impaired memory function;no impaired memory function;70;91;;;;6,799001545;;;;;;;;;;;0,29;-5,72;;;;;;
138;wt 6 months;5xFAD 6months;transgenic for hAPP and presenilin and exhibit the main features of human Alzheimer's pathology;82,7;60,89;3,19;6,05;;;;;WAHR;p<0.05;;;-26,37243047;6-month old but not 3-month old 5xFAD mice showed impaired memory function;impaired memory function;71;91;;;;26,37243047;;;;;;;;;;;0,93;-21,81;;;;;;
139;wt 3months;5xFAD 3 months;transgenic for hAPP and presenilin and exhibit the main features of human Alzheimer's pathology;72,15;72,78;11,71;6,33;;;;;FALSCH;NS;;;0,873180873;6-month old but not 3-month old 5xFAD mice showed impaired memory function;no impaired memory function;72;92;;;;0,865622424;;;;;;;;;;;0,29;0,63;;;;;;
140;wt 6 months;5xFAD 6months;transgenic for hAPP and presenilin and exhibit the main features of human Alzheimer's pathology;83,49;63,81;5,4;7,94;;;;;WAHR;p<0.05;;;-23,57168523;6-month old but not 3-month old 5xFAD mice showed impaired memory function;impaired memory function;73;92;;;;23,57168523;;;;;;;;;;;0,93;-19,68;;;;;;
141;vehicle;L-KYN;kynurerine is injected to mimic the exposure to influenza levels of KYNA;34,37;32,64;10,31;5,03;10;10;32,60308268;15,90625663;FALSCH;NS;25,65121829;-0,06744319;-5,033459412;no significant differences during the context (...)sessions;no significant differences;74;93;0,277281594;0,200241801;0,14342675;5,033459412;33,505;0,765593741;;;;;;;;;0,64;-1,73;0,518327139;0,243585014;0,319078194;0,073209713;0,200955551;0,432157628
142;vehicle;L-KYN;kynurerine is injected to mimic the exposure to influenza levels of KYNA;68,19;74,01;5,53;4,27;10;10;17,48739546;13,50292561;FALSCH;NS;15,62270783;0,37253465;8,534975803;no significant differences during the (...) tone  test sessions;no significant differences;74;94;0,997984604;0,976361547;0,878840483;7,863802189;71,1;0,219728661;;;;;;;;;0,64;5,82;0,908806725;0,545400708;0,68605549;0,073209713;0,200955551;0,432157628
143;WT;KO;k.o. Doublecortin;38,39;38,19;6,02;6,02;;;;;FALSCH;NS;;;-0,520969002;both WT and KO mice exhibited equal enhanced freezing during the 30 s exposure to the tone, demonstrating normal cued memory;equal freezing;75;95;;;;0,520969002;;;;;;;;;;;0;-0,2;;;;;;
144;WT;KO;k.o. Doublecortin;33,62;27,44;4,76;4,77;;;;;FALSCH;NS;;;-18,38191553;exhibited similar enhanced freezing;similar freezing;75;96;;;;18,38191553;;;;;;;;;;;0;-6,18;;;;;;
145;WT;KO;k.o. Doublecortin;20,82;15,87;2,47;2,06;13;13;8,90571165;7,427435627;FALSCH;NS;8,199954268;-0,603661903;-23,77521614;exhibited similar enhanced freezing to the context;similar freezing;75;97;0,840156407;0,673667912;0,481011631;23,77521614;18,345;0,446985787;;;;;;;;;0;-4,95;0,999999897;0,994539733;0,999596682;0,080278796;0,247214802;0,531771458
